Município;Estado;Ano de Referência;IDHM
Mataraca ;PB;2015;0,60
Mata Roma ;MA;2015;0,65
Mata ;RS;2015;0,70
Mata Verde ;MG;2015;0,65
Mateiros ;TO;2015;0,76
Matelândia ;PR;2015;0,76
Materlândia ;MG;2015;0,66
Mateus Leme ;MG;2015;0,75
Mathias Lobato ;MG;2015;0,65
Matias Barbosa ;MG;2015;0,76
Matias Cardoso ;MG;2015;0,70
Matias Olímpio ;PI;2015;0,65
Matina ;BA;2015;0,66
Matinha ;MA;2015;0,70
Matinhas ;PB;2015;0,61
Matinhos ;PR;2015;0,79
Matipó ;MG;2015;0,69
Mato Castelhano ;RS;2015;0,76
Matões do Norte ;MA;2015;0,62
Matões ;MA;2015;0,65
Mato Grosso ;PB;2015;0,66
Mato Leitão ;RS;2015;0,80
Mato Queimado ;RS;2015;0,76
Mato Rico ;PR;2015;0,70
Matos Costa ;SC;2015;0,72
Mato Verde ;MG;2015;0,73
Matozinhos ;MG;2015;0,77
Matrinchã ;GO;2015;0,75
Matriz de Camaragibe ;AL;2015;0,67
Matupá ;MT;2015;0,79
Maturéia ;PB;2015;0,68
Matutina ;MG;2015;0,76
Mauá da Serra ;PR;2015;0,71
Mauá ;SP;2015;0,81
Maués ;AM;2015;0,65
Maurilândia do Tocantins ;TO;2015;0,67
Maurilândia ;GO;2015;0,74
Mauriti ;CE;2015;0,68
Maxaranguape ;RN;2015;0,69
Maximiliano de Almeida ;RS;2015;0,76
Mazagão ;AP;2015;0,66
Medeiros ;MG;2015;0,76
Medeiros Neto ;BA;2015;0,67
Medianeira ;PR;2015;0,81
Medicilândia ;PA;2015;0,63
Medina ;MG;2015;0,69
Meleiro ;SC;2015;0,78
Melgaço ;PA;2015;0,49
Mendes Pimentel ;MG;2015;0,71
Mendes ;RJ;2015;0,78
Mendonça ;SP;2015;0,78
Mercedes ;PR;2015;0,78
Mercês ;MG;2015;0,73
Meridiano ;SP;2015;0,78
Meruoca ;CE;2015;0,70
Mesópolis ;SP;2015;0,77
Mesquita ;MG;2015;0,71
Mesquita ;RJ;2015;0,78
Messias ;AL;2015;0,65
Messias Targino ;RN;2015;0,72
Miguel Alves ;PI;2015;0,63
Miguel Calmon ;BA;2015;0,66
Miguel Leão ;PI;2015;0,72
Miguelópolis ;SP;2015;0,78
Miguel Pereira ;RJ;2015;0,79
Milagres ;BA;2015;0,69
Milagres ;CE;2015;0,71
Milagres do Maranhão ;MA;2015;0,62
Milhã ;CE;2015;0,70
Milton Brandão ;PI;2015;0,60
Mimoso de Goiás ;GO;2015;0,77
Mimoso do Sul ;ES;2015;0,71
Minaçu ;GO;2015;0,77
Minador do Negrão ;AL;2015;0,64
Minas do Leão ;RS;2015;0,74
Minas Novas ;MG;2015;0,73
Minduri ;MG;2015;0,69
Mineiros do Tietê ;SP;2015;0,77
Mineiros ;GO;2015;0,78
Ministro Andreazza ;RO;2015;0,72
Mirabela ;MG;2015;0,73
Miracatu ;SP;2015;0,76
Miracema do Tocantins ;TO;2015;0,73
Miracema ;RJ;2015;0,76
Mirador ;MA;2015;0,63
Mirador ;PR;2015;0,73
Miradouro ;MG;2015;0,73
Mira Estrela ;SP;2015;0,80
Miraguaí ;RS;2015;0,79
Miraíma ;CE;2015;0,68
Miraí ;MG;2015;0,75
Miranda do Norte ;MA;2015;0,67
Miranda ;MS;2015;0,69
Mirandiba ;PE;2015;0,66
Mirandópolis ;SP;2015;0,78
Mirangaba ;BA;2015;0,62
Miranorte ;TO;2015;0,73
Mirante ;BA;2015;0,64
Mirante da Serra ;RO;2015;0,72
Mirante do Paranapanema ;SP;2015;0,77
Miraselva ;PR;2015;0,79
Mirassolândia ;SP;2015;0,79
Mirassol D'Oeste ;MT;2015;0,76
Mirassol ;SP;2015;0,79
Miravânia ;MG;2015;0,66
Mirim Doce ;SC;2015;0,75
Mirinzal ;MA;2015;0,68
Missal ;PR;2015;0,74
Missão Velha ;CE;2015;0,70
Mocajuba ;PA;2015;0,64
Mococa ;SP;2015;0,80
Modelo ;SC;2015;0,82
Moeda ;MG;2015;0,69
Moema ;MG;2015;0,76
Mogeiro ;PB;2015;0,66
Mogi das Cruzes ;SP;2015;0,82
Mogi Guaçu ;SP;2015;0,81
Mogi Mirim ;SP;2015;0,81
Moiporá ;GO;2015;0,75
Moita Bonita ;SE;2015;0,65
Moju ;PA;2015;0,61
Mombaça ;CE;2015;0,67
Mombuca ;SP;2015;0,77
Monção ;MA;2015;0,63
Monções ;SP;2015;0,83
Mondaí ;SC;2015;0,81
Mongaguá ;SP;2015;0,81
Monjolos ;MG;2015;0,70
Monsenhor Gil ;PI;2015;0,69
Monsenhor Hipólito ;PI;2015;0,63
Monsenhor Paulo ;MG;2015;0,76
Monsenhor Tabosa ;CE;2015;0,69
Montadas ;PB;2015;0,65
Montalvânia ;MG;2015;0,66
Montanha ;ES;2015;0,72
Montanhas ;RN;2015;0,62
Montauri ;RS;2015;0,83
Monte Alegre de Goiás ;GO;2015;0,70
Monte Alegre de Minas ;MG;2015;0,71
Monte Alegre de Sergipe ;SE;2015;0,63
Monte Alegre do Piauí ;PI;2015;0,66
Monte Alegre dos Campos ;RS;2015;0,74
Monte Alegre do Sul ;SP;2015;0,80
Monte Alegre ;PA;2015;0,64
Monte Alegre ;RN;2015;0,67
Monte Alto ;SP;2015;0,80
Monte Aprazível ;SP;2015;0,82
Monte Azul ;MG;2015;0,73
Monte Azul Paulista ;SP;2015;0,79
Monte Belo do Sul ;RS;2015;0,81
Monte Belo ;MG;2015;0,75
Monte Carlo ;SC;2015;0,69
Monte Carmelo ;MG;2015;0,78
Monte Castelo ;SC;2015;0,72
Monte Castelo ;SP;2015;0,79
Monte das Gameleiras ;RN;2015;0,67
Monte do Carmo ;TO;2015;0,72
Monte Formoso ;MG;2015;0,62
Monte Horebe ;PB;2015;0,66
Monteiro Lobato ;SP;2015;0,75
Monteiro ;PB;2015;0,71
Monteirópolis ;AL;2015;0,61
Monte Mor ;SP;2015;0,78
Monte Negro ;RO;2015;0,69
Montenegro ;RS;2015;0,79
Montes Altos ;MA;2015;0,65
Monte Santo ;BA;2015;0,61
Monte Santo de Minas ;MG;2015;0,75
Monte Santo do Tocantins ;TO;2015;0,70
Montes Claros de Goiás ;GO;2015;0,77
Montes Claros ;MG;2015;0,82
Monte Sião ;MG;2015;0,77
Montezuma ;MG;2015;0,67
Montividiu do Norte ;GO;2015;0,69
Montividiu ;GO;2015;0,80
Morada Nova ;CE;2015;0,67
Morada Nova de Minas ;MG;2015;0,76
Moraújo ;CE;2015;0,67
Moreilândia ;PE;2015;0,67
Moreira Sales ;PR;2015;0,72
Moreno ;PE;2015;0,72
Mormaço ;RS;2015;0,77
Morpará ;BA;2015;0,61
Morretes ;PR;2015;0,74
Morrinhos ;CE;2015;0,67
Morrinhos do Sul ;RS;2015;0,76
Morrinhos ;GO;2015;0,78
Morro Agudo de Goiás ;GO;2015;0,77
Morro Agudo ;SP;2015;0,75
Morro Cabeça no Tempo ;PI;2015;0,64
Morro da Fumaça ;SC;2015;0,79
Morro da Garça ;MG;2015;0,72
Morro do Chapéu ;BA;2015;0,66
Morro do Chapéu do Piauí ;PI;2015;0,67
Morro do Pilar ;MG;2015;0,62
Morro Grande ;SC;2015;0,76
Morro Redondo ;RS;2015;0,76
Morro Reuter ;RS;2015;0,78
Morros ;MA;2015;0,62
Mortugaba ;BA;2015;0,68
Morungaba ;SP;2015;0,75
Mossâmedes ;GO;2015;0,76
Mossoró ;RN;2015;0,78
Mostardas ;RS;2015;0,71
Motuca ;SP;2015;0,78
Mozarlândia ;GO;2015;0,74
Muaná ;PA;2015;0,64
Mucajaí ;RR;2015;0,72
Mucambo ;CE;2015;0,67
Mucugê ;BA;2015;0,70
Muçum ;RS;2015;0,79
Mucuri ;BA;2015;0,73
Mucurici ;ES;2015;0,73
Muitos Capões ;RS;2015;0,78
Muliterno ;RS;2015;0,73
Mulungu ;CE;2015;0,66
Mulungu do Morro ;BA;2015;0,66
Mulungu ;PB;2015;0,64
Mundo Novo ;BA;2015;0,67
Mundo Novo ;GO;2015;0,72
Mundo Novo ;MS;2015;0,73
Munhoz de Melo ;PR;2015;0,76
Munhoz ;MG;2015;0,70
Muniz Ferreira ;BA;2015;0,68
Muniz Freire ;ES;2015;0,69
Muquém de São Francisco ;BA;2015;0,63
Muqui ;ES;2015;0,74
Muriaé ;MG;2015;0,78
Muribeca ;SE;2015;0,71
Murici ;AL;2015;0,59
Murici dos Portelas ;PI;2015;0,63
Muricilândia ;TO;2015;0,69
Muritiba ;BA;2015;0,72
Murutinga do Sul ;SP;2015;0,75
Mutuípe ;BA;2015;0,67
Mutum ;MG;2015;0,69
Mutunópolis ;GO;2015;0,75
Muzambinho ;MG;2015;0,79
Nacip Raydan ;MG;2015;0,64
Nantes ;SP;2015;0,75
Nanuque ;MG;2015;0,75
Não-Me-Toque ;RS;2015;0,80
Naque ;MG;2015;0,74
Narandiba ;SP;2015;0,78
Natalândia ;MG;2015;0,73
Natal ;RN;2015;0,81
Natércia ;MG;2015;0,72
Natividade da Serra ;SP;2015;0,73
Natividade ;RJ;2015;0,78
Natividade ;TO;2015;0,76
Natuba ;PB;2015;0,62
Navegantes ;SC;2015;0,80
Naviraí ;MS;2015;0,76
Nazaré ;BA;2015;0,70
Nazaré da Mata ;PE;2015;0,73
Nazaré do Piauí ;PI;2015;0,67
Nazareno ;MG;2015;0,74
Nazaré Paulista ;SP;2015;0,75
Nazaré ;TO;2015;0,72
Nazarezinho ;PB;2015;0,64
Nazária ;PI;2015;0,70
Nazário ;GO;2015;0,77
Neópolis ;SE;2015;0,65
Nepomuceno ;MG;2015;0,71
Nerópolis ;GO;2015;0,77
Neves Paulista ;SP;2015;0,78
Nhamundá ;AM;2015;0,65
Nhandeara ;SP;2015;0,77
Nicolau Vergueiro ;RS;2015;0,79
Nilo Peçanha ;BA;2015;0,62
Nilópolis ;RJ;2015;0,80
Nina Rodrigues ;MA;2015;0,66
Ninheira ;MG;2015;0,64
Nioaque ;MS;2015;0,70
Nipoã ;SP;2015;0,76
Niquelândia ;GO;2015;0,79
Nísia Floresta ;RN;2015;0,68
Niterói ;RJ;2015;0,87
Nobres ;MT;2015;0,77
Nonoai ;RS;2015;0,76
Nordestina ;BA;2015;0,66
Normandia ;RR;2015;0,69
Nortelândia ;MT;2015;0,76
Nossa Senhora Aparecida ;SE;2015;0,67
Nossa Senhora da Glória ;SE;2015;0,66
Nossa Senhora das Dores ;SE;2015;0,67
Nossa Senhora das Graças ;PR;2015;0,75
Nossa Senhora de Lourdes ;SE;2015;0,66
Nossa Senhora de Nazaré ;PI;2015;0,68
Nossa Senhora do Livramento ;MT;2015;0,72
Nossa Senhora do Socorro ;SE;2015;0,73
Nossa Senhora dos Remédios ;PI;2015;0,61
Nova Aliança do Ivaí ;PR;2015;0,74
Nova Aliança ;SP;2015;0,77
Nova Alvorada do Sul ;MS;2015;0,76
Nova Alvorada ;RS;2015;0,82
Nova América da Colina ;PR;2015;0,76
Nova América ;GO;2015;0,75
Nova Andradina ;MS;2015;0,76
Nova Araçá ;RS;2015;0,81
Nova Aurora ;GO;2015;0,79
Nova Aurora ;PR;2015;0,77
Nova Bandeirantes ;MT;2015;0,75
Nova Bassano ;RS;2015;0,78
Nova Belém ;MG;2015;0,66
Nova Boa Vista ;RS;2015;0,83
Nova Brasilândia D'Oeste ;RO;2015;0,73
Nova Brasilândia ;MT;2015;0,71
Nova Bréscia ;RS;2015;0,82
Nova Campina ;SP;2015;0,71
Nova Canaã ;BA;2015;0,61
Nova Canaã do Norte ;MT;2015;0,78
Nova Canaã Paulista ;SP;2015;0,76
Nova Candelária ;RS;2015;0,83
Nova Cantu ;PR;2015;0,72
Nova Castilho ;SP;2015;0,81
Nova Colinas ;MA;2015;0,65
Nova Crixás ;GO;2015;0,72
Nova Cruz ;RN;2015;0,70
Nova Era ;MG;2015;0,74
Nova Erechim ;SC;2015;0,81
Nova Esperança do Piriá ;PA;2015;0,59
Nova Esperança do Sudoeste ;PR;2015;0,78
Nova Esperança do Sul ;RS;2015;0,80
Nova Esperança ;PR;2015;0,76
Nova Europa ;SP;2015;0,80
Nova Fátima ;BA;2015;0,66
Nova Fátima ;PR;2015;0,72
Nova Floresta ;PB;2015;0,68
Nova Friburgo ;RJ;2015;0,79
Nova Glória ;GO;2015;0,74
Nova Granada ;SP;2015;0,78
Nova Guarita ;MT;2015;0,77
Nova Guataporanga ;SP;2015;0,77
Nova Hartz ;RS;2015;0,74
Nova Ibiá ;BA;2015;0,65
Nova Iguaçu de Goiás ;GO;2015;0,72
Nova Iguaçu ;RJ;2015;0,77
Nova Independência ;SP;2015;0,78
Nova Iorque ;MA;2015;0,66
Nova Ipixuna ;PA;2015;0,65
Novais ;SP;2015;0,78
Nova Itaberaba ;SC;2015;0,80
Nova Itarana ;BA;2015;0,60
Nova Lacerda ;MT;2015;0,71
Nova Laranjeiras ;PR;2015;0,69
Nova Lima ;MG;2015;0,87
Nova Londrina ;PR;2015;0,79
Nova Luzitânia ;SP;2015;0,78
Nova Mamoré ;RO;2015;0,65
Nova Marilândia ;MT;2015;0,77
Nova Maringá ;MT;2015;0,75
Nova Módica ;MG;2015;0,68
Nova Monte Verde ;MT;2015;0,78
Nova Mutum ;MT;2015;0,81
Nova Nazaré ;MT;2015;0,66
Nova Odessa ;SP;2015;0,83
Nova Olímpia ;MT;2015;0,75
Nova Olímpia ;PR;2015;0,76
Nova Olinda ;CE;2015;0,70
Nova Olinda do Maranhão ;MA;2015;0,67
Nova Olinda do Norte ;AM;2015;0,64
Nova Olinda ;PB;2015;0,66
Nova Olinda ;TO;2015;0,71
Nova Pádua ;RS;2015;0,79
Nova Palma ;RS;2015;0,78
Nova Palmeira ;PB;2015;0,67
Nova Petrópolis ;RS;2015;0,82
Nova Ponte ;MG;2015;0,74
Nova Porteirinha ;MG;2015;0,70
Nova Prata do Iguaçu ;PR;2015;0,77
Nova Prata ;RS;2015;0,80
Nova Ramada ;RS;2015;0,82
Nova Redenção ;BA;2015;0,65
Nova Resende ;MG;2015;0,73
Nova Roma do Sul ;RS;2015;0,77
Nova Roma ;GO;2015;0,70
Nova Rosalândia ;TO;2015;0,71
Nova Russas ;CE;2015;0,68
Nova Santa Bárbara ;PR;2015;0,71
Nova Santa Helena ;MT;2015;0,81
Nova Santa Rita ;PI;2015;0,66
Nova Santa Rita ;RS;2015;0,77
Nova Santa Rosa ;PR;2015;0,76
Nova Serrana ;MG;2015;0,76
Nova Soure ;BA;2015;0,62
Nova Tebas ;PR;2015;0,70
Nova Timboteua ;PA;2015;0,67
Nova Trento ;SC;2015;0,79
Nova Ubiratã ;MT;2015;0,74
Nova União ;MG;2015;0,71
Nova União ;RO;2015;0,67
Nova Venécia ;ES;2015;0,75
Nova Veneza ;GO;2015;0,79
Nova Veneza ;SC;2015;0,82
Nova Viçosa ;BA;2015;0,74
Nova Xavantina ;MT;2015;0,76
Novo Acordo ;TO;2015;0,71
Novo Airão ;AM;2015;0,63
Novo Alegre ;TO;2015;0,77
Novo Aripuanã ;AM;2015;0,63
Novo Barreiro ;RS;2015;0,78
Novo Brasil ;GO;2015;0,77
Novo Cabrais ;RS;2015;0,76
Novo Cruzeiro ;MG;2015;0,64
Novo Gama ;GO;2015;0,75
Novo Hamburgo ;RS;2015;0,78
Novo Horizonte ;BA;2015;0,67
Novo Horizonte do Norte ;MT;2015;0,73
Novo Horizonte do Oeste ;RO;2015;0,72
Novo Horizonte do Sul ;MS;2015;0,72
Novo Horizonte ;SC;2015;0,77
Novo Horizonte ;SP;2015;0,79
Novo Itacolomi ;PR;2015;0,76
Novo Jardim ;TO;2015;0,70
Novo Lino ;AL;2015;0,60
Novo Machado ;RS;2015;0,71
Novo Mundo ;MT;2015;0,76
Novo Oriente ;CE;2015;0,69
Novo Oriente de Minas ;MG;2015;0,63
Novo Oriente do Piauí ;PI;2015;0,64
Novo Planalto ;GO;2015;0,71
Novo Progresso ;PA;2015;0,77
Novo Repartimento ;PA;2015;0,61
Novorizonte ;MG;2015;0,70
Novo Santo Antônio ;MT;2015;0,78
Novo Santo Antônio ;PI;2015;0,66
Novo São Joaquim ;MT;2015;0,71
Novo Tiradentes ;RS;2015;0,74
Novo Triunfo ;BA;2015;0,61
Novo Xingu ;RS;2015;0,85
Nuporanga ;SP;2015;0,79
Óbidos ;PA;2015;0,66
Ocara ;CE;2015;0,67
Ocauçu ;SP;2015;0,76
Oeiras do Pará ;PA;2015;0,57
Oeiras ;PI;2015;0,72
Oiapoque ;AP;2015;0,71
Olaria ;MG;2015;0,68
Óleo ;SP;2015;0,78
Olho D'Água das Cunhãs ;MA;2015;0,67
Olho D'Água das Flores ;AL;2015;0,64
Olho-D'Água do Borges ;RN;2015;0,63
Olho D'Água do Casado ;AL;2015;0,60
Olho D'Água do Piauí ;PI;2015;0,66
Olho D'Água Grande ;AL;2015;0,56
Olho D'Água ;PB;2015;0,65
Olhos-D'Água ;MG;2015;0,73
Olímpia ;SP;2015;0,81
Olímpio Noronha ;MG;2015;0,73
Olinda Nova do Maranhão ;MA;2015;0,65
Olinda ;PE;2015;0,77
Olindina ;BA;2015;0,62
Olivedos ;PB;2015;0,68
Oliveira de Fátima ;TO;2015;0,76
Oliveira dos Brejinhos ;BA;2015;0,63
Oliveira Fortes ;MG;2015;0,69
Oliveira ;MG;2015;0,74
Olivença ;AL;2015;0,58
Onça de Pitangui ;MG;2015;0,71
Onda Verde ;SP;2015;0,79
Oratórios ;MG;2015;0,70
Oriente ;SP;2015;0,82
Orindiúva ;SP;2015;0,81
Oriximiná ;PA;2015;0,67
Orizânia ;MG;2015;0,61
Orizona ;GO;2015;0,78
Orlândia ;SP;2015;0,82
Orleans ;SC;2015;0,81
Orobó ;PE;2015;0,69
Orocó ;PE;2015;0,67
Orós ;CE;2015;0,71
Ortigueira ;PR;2015;0,67
Osasco ;SP;2015;0,81
Oscar Bressane ;SP;2015;0,78
Osório ;RS;2015;0,79
Osvaldo Cruz ;SP;2015;0,79
Otacílio Costa ;SC;2015;0,79
Ourém ;PA;2015;0,63
Ouriçangas ;BA;2015;0,71
Ouricuri ;PE;2015;0,64
Ourilândia do Norte ;PA;2015;0,71
Ourinhos ;SP;2015;0,82
Ourizona ;PR;2015;0,77
Ouro Branco ;AL;2015;0,62
Ouro Branco ;MG;2015;0,80
Ouro Branco ;RN;2015;0,69
Ouroeste ;SP;2015;0,82
Ouro Fino ;MG;2015;0,75
Ourolândia ;BA;2015;0,65
Ouro Preto do Oeste ;RO;2015;0,75
Ouro Preto ;MG;2015;0,79
Ouro ;SC;2015;0,83
Ouro Velho ;PB;2015;0,68
Ouro Verde de Goiás ;GO;2015;0,81
Ouro Verde de Minas ;MG;2015;0,65
Ouro Verde do Oeste ;PR;2015;0,75
Ouro Verde ;SC;2015;0,72
Ouro Verde ;SP;2015;0,74
Ouvidor ;GO;2015;0,80
Pacaembu ;SP;2015;0,75
Pacajá ;PA;2015;0,59
Pacajus ;CE;2015;0,73
Pacaraima ;RR;2015;0,70
Pacatuba ;CE;2015;0,74
Pacatuba ;SE;2015;0,64
Paço do Lumiar ;MA;2015;0,77
Pacoti ;CE;2015;0,70
Pacujá ;CE;2015;0,68
Padre Bernardo ;GO;2015;0,73
Padre Carvalho ;MG;2015;0,67
Padre Marcos ;PI;2015;0,63
Padre Paraíso ;MG;2015;0,67
Paes Landim ;PI;2015;0,63
Paial ;SC;2015;0,80
Paiçandu ;PR;2015;0,77
Paim Filho ;RS;2015;0,75
Paineiras ;MG;2015;0,72
Painel ;SC;2015;0,73
Pains ;MG;2015;0,77
Pai Pedro ;MG;2015;0,67
Paiva ;MG;2015;0,77
Pajeú do Piauí ;PI;2015;0,64
Palestina ;AL;2015;0,63
Palestina de Goiás ;GO;2015;0,80
Palestina do Pará ;PA;2015;0,65
Palestina ;SP;2015;0,78
Palhano ;CE;2015;0,70
Palhoça ;SC;2015;0,80
Palmácia ;CE;2015;0,68
Palma ;MG;2015;0,75
Palmares do Sul ;RS;2015;0,76
Palmares Paulista ;SP;2015;0,79
Palmares ;PE;2015;0,69
Palmas de Monte Alto ;BA;2015;0,66
Palma Sola ;SC;2015;0,76
Palmas ;PR;2015;0,70
Palmas ;TO;2015;0,85
Palmeira das Missões ;RS;2015;0,78
Palmeira D'Oeste ;SP;2015;0,80
Palmeira do Piauí ;PI;2015;0,62
Palmeira dos Índios ;AL;2015;0,71
Palmeirais ;PI;2015;0,65
Palmeirândia ;MA;2015;0,63
Palmeirante ;TO;2015;0,68
Palmeira ;PR;2015;0,76
Palmeiras ;BA;2015;0,70
Palmeira ;SC;2015;0,73
Palmeiras de Goiás ;GO;2015;0,74
Palmeiras do Tocantins ;TO;2015;0,72
Palmeirina ;PE;2015;0,61
Palmeirópolis ;TO;2015;0,73
Palmelo ;GO;2015;0,79
Palminópolis ;GO;2015;0,79
Palmital ;PR;2015;0,70
Palmital ;SP;2015;0,78
Palmitinho ;RS;2015;0,77
Palmitos ;SC;2015;0,79
Palmópolis ;MG;2015;0,63
Palotina ;PR;2015;0,80
Panamá ;GO;2015;0,74
Panambi ;RS;2015;0,79
Pancas ;ES;2015;0,73
Panelas ;PE;2015;0,64
Panorama ;SP;2015;0,76
Pantano Grande ;RS;2015;0,69
Pão de Açúcar ;AL;2015;0,67
Papagaios ;MG;2015;0,72
Papanduva ;SC;2015;0,77
Paquetá ;PI;2015;0,61
Paracambi ;RJ;2015;0,77
Paracatu ;MG;2015;0,80
Paracuru ;CE;2015;0,72
Pará de Minas ;MG;2015;0,76
Paragominas ;PA;2015;0,72
Paraguaçu ;MG;2015;0,75
Paraguaçu Paulista ;SP;2015;0,81
Paraíba do Sul ;RJ;2015;0,74
Paraibano ;MA;2015;0,66
Paraibuna ;SP;2015;0,76
Paraipaba ;CE;2015;0,70
Paraí ;RS;2015;0,82
Paraíso do Norte ;PR;2015;0,80
Paraíso do Sul ;RS;2015;0,73
Paraíso do Tocantins ;TO;2015;0,83
Paraisópolis ;MG;2015;0,77
Paraíso ;SC;2015;0,77
Paraíso ;SP;2015;0,80
Parambu ;CE;2015;0,65
Paramirim ;BA;2015;0,67
Paramoti ;CE;2015;0,66
Paranacity ;PR;2015;0,76
Paranaguá ;PR;2015;0,80
Paranaíba ;MS;2015;0,78
Paranaiguara ;GO;2015;0,77
Paranaíta ;MT;2015;0,74
Paranapanema ;SP;2015;0,76
Paranapoema ;PR;2015;0,75
Paranapuã ;SP;2015;0,77
Paraná ;RN;2015;0,66
Paranatama ;PE;2015;0,62
Paranatinga ;MT;2015;0,72
Paranã ;TO;2015;0,71
Paranavaí ;PR;2015;0,80
Paranhos ;MS;2015;0,65
Paraopeba ;MG;2015;0,73
Parapuã ;SP;2015;0,79
Parari ;PB;2015;0,65
Paratinga ;BA;2015;0,69
Paraty ;RJ;2015;0,74
Parauapebas ;PA;2015;0,79
Paraúna ;GO;2015;0,73
Paraú ;RN;2015;0,66
Parazinho ;RN;2015;0,62
Pardinho ;SP;2015;0,77
Pareci Novo ;RS;2015;0,79
Parecis ;RO;2015;0,71
Parelhas ;RN;2015;0,74
Pariconha ;AL;2015;0,64
Parintins ;AM;2015;0,74
Paripiranga ;BA;2015;0,66
Paripueira ;AL;2015;0,69
Pariquera-Açu ;SP;2015;0,79
Parisi ;SP;2015;0,76
Parnaguá ;PI;2015;0,67
Parnaíba ;PI;2015;0,75
Parnamirim ;PE;2015;0,68
Parnamirim ;RN;2015;0,83
Parnarama ;MA;2015;0,63
Parobé ;RS;2015;0,75
Passabém ;MG;2015;0,71
Passa E Fica ;RN;2015;0,68
Passagem Franca do Piauí ;PI;2015;0,65
Passagem Franca ;MA;2015;0,60
Passagem ;PB;2015;0,70
Passagem ;RN;2015;0,65
Passa Quatro ;MG;2015;0,75
Passa Sete ;RS;2015;0,68
Passa Tempo ;MG;2015;0,73
Passa-Vinte ;MG;2015;0,69
Passira ;PE;2015;0,66
Passo de Camaragibe ;AL;2015;0,60
Passo de Torres ;SC;2015;0,77
Passo do Sobrado ;RS;2015;0,74
Passo Fundo ;RS;2015;0,81
Passos Maia ;SC;2015;0,71
Passos ;MG;2015;0,80
Pastos Bons ;MA;2015;0,69
Patis ;MG;2015;0,71
Pato Bragado ;PR;2015;0,79
Pato Branco ;PR;2015;0,81
Patos de Minas ;MG;2015;0,81
Patos do Piauí ;PI;2015;0,65
Patos ;PB;2015;0,77
Patrocínio do Muriaé ;MG;2015;0,72
Patrocínio ;MG;2015;0,76
Patrocínio Paulista ;SP;2015;0,76
Patu ;RN;2015;0,66
Paty do Alferes ;RJ;2015;0,73
Pau Brasil ;BA;2015;0,67
Paudalho ;PE;2015;0,72
Pau D'Arco do Piauí ;PI;2015;0,62
Pau D'Arco ;PA;2015;0,65
Pau D'Arco ;TO;2015;0,77
Pau dos Ferros ;RN;2015;0,72
Pauini ;AM;2015;0,59
Paula Cândido ;MG;2015;0,70
Paula Freitas ;PR;2015;0,77
Paulicéia ;SP;2015;0,76
Paulínia ;SP;2015;0,83
Paulino Neves ;MA;2015;0,67
Paulistana ;PI;2015;0,69
Paulistânia ;SP;2015;0,76
Paulista ;PB;2015;0,67
Paulista ;PE;2015;0,77
Paulistas ;MG;2015;0,68
Paulo Afonso ;BA;2015;0,73
Paulo Bento ;RS;2015;0,76
Paulo de Faria ;SP;2015;0,76
Paulo Frontin ;PR;2015;0,78
Paulo Jacinto ;AL;2015;0,67
Paulo Lopes ;SC;2015;0,77
Paulo Ramos ;MA;2015;0,64
Pavão ;MG;2015;0,70
Paverama ;RS;2015;0,75
Pavussu ;PI;2015;0,61
Peabiru ;PR;2015;0,77
Peçanha ;MG;2015;0,69
Pederneiras ;SP;2015;0,77
Pé de Serra ;BA;2015;0,67
Pedra Azul ;MG;2015;0,68
Pedra Bela ;SP;2015;0,74
Pedra Bonita ;MG;2015;0,64
Pedra Branca ;CE;2015;0,69
Pedra Branca do Amapari ;AP;2015;0,71
Pedra Branca ;PB;2015;0,68
Pedra do Anta ;MG;2015;0,68
Pedra do Indaiá ;MG;2015;0,76
Pedra Dourada ;MG;2015;0,71
Pedra Grande ;RN;2015;0,62
Pedra Lavrada ;PB;2015;0,65
Pedralva ;MG;2015;0,72
Pedra Mole ;SE;2015;0,66
Pedranópolis ;SP;2015;0,80
Pedrão ;BA;2015;0,66
Pedra ;PE;2015;0,63
Pedra Preta ;MT;2015;0,73
Pedra Preta ;RN;2015;0,64
Pedras Altas ;RS;2015;0,71
Pedras de Fogo ;PB;2015;0,68
Pedras de Maria da Cruz ;MG;2015;0,69
Pedras Grandes ;SC;2015;0,78
Pedregulho ;SP;2015;0,76
Pedreiras ;MA;2015;0,76
Pedreira ;SP;2015;0,82
Pedrinhas Paulista ;SP;2015;0,79
Pedrinhas ;SE;2015;0,67
Pedrinópolis ;MG;2015;0,76
Pedro Afonso ;TO;2015;0,82
Pedro Alexandre ;BA;2015;0,60
Pedro Avelino ;RN;2015;0,63
Pedro Canário ;ES;2015;0,70
Pedro de Toledo ;SP;2015;0,74
Pedro do Rosário ;MA;2015;0,61
Pedro Gomes ;MS;2015;0,74
Pedro Ii ;PI;2015;0,66
Pedro Laurentino ;PI;2015;0,67
Pedro Leopoldo ;MG;2015;0,80
Pedro Osório ;RS;2015;0,72
Pedro Régis ;PB;2015;0,64
Pedro Teixeira ;MG;2015;0,70
Pedro Velho ;RN;2015;0,63
Peixe-Boi ;PA;2015;0,64
Peixe ;TO;2015;0,76
Peixoto de Azevedo ;MT;2015;0,72
Pejuçara ;RS;2015;0,78
Pelotas ;RS;2015;0,77
Penaforte ;CE;2015;0,70
Penalva ;MA;2015;0,63
Penápolis ;SP;2015;0,79
Pendências ;RN;2015;0,69
